X, Z, P
1.15064500e-03, 0.00000000e+00, 1.45356000e+01
1.15705500e-03, 2.11758000e-22, 1.45313000e+01
1.16346500e-03, 2.11758000e-22, 1.45272000e+01
1.16987500e-03, 0.00000000e+00, 1.45234000e+01
1.17628500e-03, -4.23516000e-22, 1.45199000e+01
1.18269500e-03, -2.11758000e-22, 1.45166000e+01
1.18910500e-03, 2.11758000e-22, 1.45136000e+01
1.19551500e-03, -2.11758000e-22, 1.45107000e+01
1.20192500e-03, 0.00000000e+00, 1.45080000e+01
1.20833500e-03, 0.00000000e+00, 1.45054000e+01
1.21474500e-03, 0.00000000e+00, 1.45030000e+01
1.22115500e-03, 2.11758000e-22, 1.45008000e+01
1.22756500e-03, -4.23516000e-22, 1.44987000e+01
1.23397500e-03, 0.00000000e+00, 1.44967000e+01
1.24038500e-03, 2.11758000e-22, 1.44949000e+01
1.24679500e-03, -2.11758000e-22, 1.44934000e+01
3.20500000e-06, 2.89400000e-05, 1.57413000e+01
9.61500000e-06, 2.96750000e-05, 1.57402000e+01
1.60250000e-05, 3.04125000e-05, 1.57391000e+01
2.24350000e-05, 3.11425000e-05, 1.57379000e+01
2.88450000e-05, 3.18725000e-05, 1.57368000e+01
3.52550000e-05, 3.26000000e-05, 1.57358000e+01
4.16650000e-05, 3.33200000e-05, 1.57347000e+01
4.80750000e-05, 3.40400000e-05, 1.57337000e+01
5.44850000e-05, 3.47525000e-05, 1.57327000e+01
6.08950000e-05, 3.54550000e-05, 1.57318000e+01
6.73050000e-05, 3.61550000e-05, 1.57309000e+01
7.37150000e-05, 3.68500000e-05, 1.57301000e+01
8.01250000e-05, 3.75300000e-05, 1.57293000e+01
8.65350000e-05, 3.82000000e-05, 1.57285000e+01
9.29450000e-05, 3.88650000e-05, 1.57278000e+01
9.93550000e-05, 3.95175000e-05, 1.57272000e+01
1.05765000e-04, 4.01575000e-05, 1.57265000e+01
1.12175000e-04, 4.07875000e-05, 1.57259000e+01
1.18585000e-04, 4.14025000e-05, 1.57253000e+01
1.25000000e-04, 4.20025000e-05, 1.57248000e+01
1.31415000e-04, 4.25925000e-05, 1.57243000e+01
1.37825000e-04, 4.31700000e-05, 1.57238000e+01
1.44235000e-04, 4.37275000e-05, 1.57233000e+01
1.50645000e-04, 4.42700000e-05, 1.57228000e+01
1.57055000e-04, 4.47975000e-05, 1.57224000e+01
1.63465000e-04, 4.53075000e-05, 1.57220000e+01
1.69875000e-04, 4.58000000e-05, 1.57216000e+01
1.76285000e-04, 4.62725000e-05, 1.57212000e+01
1.82695000e-04, 4.67300000e-05, 1.57208000e+01
1.89105000e-04, 4.71675000e-05, 1.57204000e+01
1.95515000e-04, 4.75875000e-05, 1.57201000e+01
2.01925000e-04, 4.79875000e-05, 1.57198000e+01
2.08335000e-04, 4.83625000e-05, 1.57194000e+01
2.14745000e-04, 4.87200000e-05, 1.57191000e+01
2.21155000e-04, 4.90575000e-05, 1.57188000e+01
2.27565000e-04, 4.93725000e-05, 1.57185000e+01
2.33975000e-04, 4.96650000e-05, 1.57182000e+01
2.40385000e-04, 4.99400000e-05, 1.57179000e+01
2.46795000e-04, 5.01900000e-05, 1.57176000e+01
2.53205000e-04, 5.04150000e-05, 1.57174000e+01
2.59615000e-04, 5.06225000e-05, 1.57171000e+01
2.66025000e-04, 5.08075000e-05, 1.57168000e+01
2.72435000e-04, 5.09675000e-05, 1.57165000e+01
2.78845000e-04, 5.11000000e-05, 1.57163000e+01
2.85255000e-04, 5.12100000e-05, 1.57160000e+01
2.91665000e-04, 5.13000000e-05, 1.57158000e+01
2.98075000e-04, 5.13675000e-05, 1.57155000e+01
3.04485000e-04, 5.14075000e-05, 1.57153000e+01
3.10895000e-04, 5.14225000e-05, 1.57150000e+01
3.17305000e-04, 5.14200000e-05, 1.57147000e+01
3.23715000e-04, 5.13900000e-05, 1.57145000e+01
3.30125000e-04, 5.13350000e-05, 1.57142000e+01
3.36535000e-04, 5.12600000e-05, 1.57140000e+01
3.42945000e-04, 5.11575000e-05, 1.57137000e+01
3.49355000e-04, 5.10325000e-05, 1.57135000e+01
3.55765000e-04, 5.08850000e-05, 1.57132000e+01
3.62175000e-04, 5.07150000e-05, 1.57129000e+01
3.68585000e-04, 5.05225000e-05, 1.57127000e+01
3.75000000e-04, 5.03075000e-05, 1.57124000e+01
3.81415000e-04, 5.00675000e-05, 1.57121000e+01
3.87825000e-04, 4.98075000e-05, 1.57118000e+01
3.94235000e-04, 4.95275000e-05, 1.57115000e+01
4.00645000e-04, 4.92200000e-05, 1.57112000e+01
4.07055000e-04, 4.88925000e-05, 1.57109000e+01
4.13465000e-04, 4.85450000e-05, 1.57106000e+01
4.19875000e-04, 4.81750000e-05, 1.57103000e+01
4.26285000e-04, 4.77850000e-05, 1.57099000e+01
4.32695000e-04, 4.73800000e-05, 1.57096000e+01
4.39105000e-04, 4.69550000e-05, 1.57092000e+01
4.45515000e-04, 4.65075000e-05, 1.57089000e+01
4.51925000e-04, 4.60400000e-05, 1.57085000e+01
4.58335000e-04, 4.55525000e-05, 1.57081000e+01
4.64745000e-04, 4.50525000e-05, 1.57077000e+01
4.71155000e-04, 4.45375000e-05, 1.57073000e+01
4.77565000e-04, 4.40000000e-05, 1.57068000e+01
4.83975000e-04, 4.34450000e-05, 1.57063000e+01
4.90385000e-04, 4.28800000e-05, 1.57059000e+01
4.96795000e-04, 4.23000000e-05, 1.57053000e+01
5.03205000e-04, 4.17050000e-05, 1.57048000e+01
5.09615000e-04, 4.10950000e-05, 1.57043000e+01
5.16025000e-04, 4.04725000e-05, 1.57037000e+01
5.22435000e-04, 3.98400000e-05, 1.57031000e+01
5.28845000e-04, 3.91925000e-05, 1.57024000e+01
5.35255000e-04, 3.85350000e-05, 1.57018000e+01
5.41665000e-04, 3.78700000e-05, 1.57010000e+01
5.48075000e-04, 3.71900000e-05, 1.57003000e+01
5.54485000e-04, 3.65025000e-05, 1.56995000e+01
5.60895000e-04, 3.58100000e-05, 1.56987000e+01
5.67305000e-04, 3.51075000e-05, 1.56978000e+01
5.73715000e-04, 3.43975000e-05, 1.56969000e+01
5.80125000e-04, 3.36825000e-05, 1.56959000e+01
5.86535000e-04, 3.29625000e-05, 1.56948000e+01
5.92945000e-04, 3.22375000e-05, 1.56938000e+01
5.99355000e-04, 3.15100000e-05, 1.56926000e+01
6.05765000e-04, 3.07800000e-05, 1.56913000e+01
6.12175000e-04, 3.00450000e-05, 1.56900000e+01
6.18585000e-04, 2.93075000e-05, 1.56886000e+01
6.25000000e-04, 2.85700000e-05, 1.56872000e+01
6.31415000e-04, 2.78325000e-05, 1.56856000e+01
6.37825000e-04, 2.71000000e-05, 1.56839000e+01
6.44235000e-04, 2.63675000e-05, 1.56821000e+01
6.50645000e-04, 2.56325000e-05, 1.56802000e+01
6.57055000e-04, 2.49025000e-05, 1.56781000e+01
6.63465000e-04, 2.41800000e-05, 1.56759000e+01
6.69875000e-04, 2.34600000e-05, 1.56736000e+01
6.76285000e-04, 2.27425000e-05, 1.56711000e+01
6.82695000e-04, 2.20350000e-05, 1.56684000e+01
6.89105000e-04, 2.13350000e-05, 1.56655000e+01
6.95515000e-04, 2.06400000e-05, 1.56624000e+01
7.01925000e-04, 1.99550000e-05, 1.56591000e+01
7.08335000e-04, 1.92775000e-05, 1.56555000e+01
7.14745000e-04, 1.86075000e-05, 1.56517000e+01
7.21155000e-04, 1.79500000e-05, 1.56475000e+01
7.27565000e-04, 1.73050000e-05, 1.56431000e+01
7.33975000e-04, 1.66700000e-05, 1.56382000e+01
7.40385000e-04, 1.60475000e-05, 1.56330000e+01
7.46795000e-04, 1.54375000e-05, 1.56274000e+01
7.53205000e-04, 1.48400000e-05, 1.56213000e+01
7.59615000e-04, 1.42600000e-05, 1.56147000e+01
7.66025000e-04, 1.36950000e-05, 1.56076000e+01
7.72435000e-04, 1.31450000e-05, 1.55999000e+01
7.78845000e-04, 1.26100000e-05, 1.55916000e+01
7.85255000e-04, 1.20900000e-05, 1.55825000e+01
7.91665000e-04, 1.15875000e-05, 1.55728000e+01
7.98075000e-04, 1.11025000e-05, 1.55622000e+01
8.04485000e-04, 1.06350000e-05, 1.55509000e+01
8.10895000e-04, 1.01900000e-05, 1.55386000e+01
8.17305000e-04, 9.76500000e-06, 1.55254000e+01
8.23715000e-04, 9.35500000e-06, 1.55112000e+01
8.30125000e-04, 8.96500000e-06, 1.54960000e+01
8.36535000e-04, 8.59750000e-06, 1.54797000e+01
8.42945000e-04, 8.25000000e-06, 1.54623000e+01
8.49355000e-04, 7.92250000e-06, 1.54438000e+01
8.55765000e-04, 7.62000000e-06, 1.54242000e+01
8.62175000e-04, 7.33750000e-06, 1.54034000e+01
8.68585000e-04, 7.07250000e-06, 1.53815000e+01
8.75000000e-04, 6.83250000e-06, 1.53584000e+01
8.81415000e-04, 6.62000000e-06, 1.53343000e+01
8.87825000e-04, 6.42750000e-06, 1.53092000e+01
8.94235000e-04, 6.25500000e-06, 1.52831000e+01
9.00645000e-04, 6.10750000e-06, 1.52562000e+01
9.07055000e-04, 5.98250000e-06, 1.52285000e+01
9.13465000e-04, 5.88250000e-06, 1.52001000e+01
9.19875000e-04, 5.80750000e-06, 1.51712000e+01
9.26285000e-04, 5.75500000e-06, 1.51419000e+01
9.32695000e-04, 5.72500000e-06, 1.51124000e+01
9.39105000e-04, 5.71750000e-06, 1.50827000e+01
9.45515000e-04, 5.73750000e-06, 1.50531000e+01
9.51925000e-04, 5.78000000e-06, 1.50236000e+01
9.58335000e-04, 5.84250000e-06, 1.49945000e+01
9.64745000e-04, 5.93000000e-06, 1.49659000e+01
9.71155000e-04, 6.04250000e-06, 1.49378000e+01
9.77565000e-04, 6.18000000e-06, 1.49105000e+01
9.83975000e-04, 6.33750000e-06, 1.48840000e+01
9.90385000e-04, 6.52000000e-06, 1.48583000e+01
9.96795000e-04, 6.72750000e-06, 1.48337000e+01
1.00320500e-03, 6.95500000e-06, 1.48101000e+01
1.00961500e-03, 7.20500000e-06, 1.47876000e+01
1.01602500e-03, 7.47500000e-06, 1.47663000e+01
1.02243500e-03, 7.76750000e-06, 1.47460000e+01
1.02884500e-03, 8.08250000e-06, 1.47269000e+01
1.03525500e-03, 8.42000000e-06, 1.47090000e+01
1.04166500e-03, 8.77750000e-06, 1.46922000e+01
1.04807500e-03, 9.15750000e-06, 1.46764000e+01
1.05448500e-03, 9.55750000e-06, 1.46617000e+01
1.06089500e-03, 9.97250000e-06, 1.46480000e+01
1.06730500e-03, 1.04100000e-05, 1.46352000e+01
1.07371500e-03, 1.08675000e-05, 1.46234000e+01
1.08012500e-03, 1.13425000e-05, 1.46125000e+01
1.08653500e-03, 1.18350000e-05, 1.46023000e+01
1.09294500e-03, 1.23450000e-05, 1.45929000e+01
1.09935500e-03, 1.28725000e-05, 1.45842000e+01
1.10576500e-03, 1.34175000e-05, 1.45762000e+01
1.11217500e-03, 1.39775000e-05, 1.45688000e+01
1.11858500e-03, 1.45500000e-05, 1.45619000e+01
1.12500000e-03, 1.51375000e-05, 1.45556000e+01
1.13141500e-03, 1.57400000e-05, 1.45497000e+01
1.13782500e-03, 1.63550000e-05, 1.45443000e+01
1.14423500e-03, 1.69825000e-05, 1.45393000e+01
1.15064500e-03, 1.76225000e-05, 1.45346000e+01
1.15705500e-03, 1.82750000e-05, 1.45303000e+01
1.16346500e-03, 1.89400000e-05, 1.45263000e+01
1.16987500e-03, 1.96150000e-05, 1.45225000e+01
1.17628500e-03, 2.02975000e-05, 1.45190000e+01
1.18269500e-03, 2.09875000e-05, 1.45158000e+01
1.18910500e-03, 2.16850000e-05, 1.45127000e+01
1.19551500e-03, 2.23900000e-05, 1.45098000e+01
1.20192500e-03, 2.31025000e-05, 1.45071000e+01
1.20833500e-03, 2.38200000e-05, 1.45046000e+01
1.21474500e-03, 2.45425000e-05, 1.45022000e+01
1.22115500e-03, 2.52700000e-05, 1.45000000e+01
1.22756500e-03, 2.60000000e-05, 1.44979000e+01
1.23397500e-03, 2.67325000e-05, 1.44960000e+01
1.24038500e-03, 2.74675000e-05, 1.44943000e+01
1.24679500e-03, 2.82050000e-05, 1.44927000e+01
3.20500000e-06, 5.78800000e-05, 1.57394000e+01
9.61500000e-06, 5.93525000e-05, 1.57384000e+01
1.60250000e-05, 6.08225000e-05, 1.57373000e+01
2.24350000e-05, 6.22850000e-05, 1.57362000e+01
2.88450000e-05, 6.37450000e-05, 1.57352000e+01
3.52550000e-05, 6.52000000e-05, 1.57341000e+01
4.16650000e-05, 6.66450000e-05, 1.57331000e+01
4.80750000e-05, 6.80825000e-05, 1.57322000e+01
5.44850000e-05, 6.95075000e-05, 1.57312000e+01
6.08950000e-05, 7.09150000e-05, 1.57304000e+01
6.73050000e-05, 7.23125000e-05, 1.57295000e+01
7.37150000e-05, 7.36975000e-05, 1.57287000e+01
8.01250000e-05, 7.50600000e-05, 1.57280000e+01
8.65350000e-05, 7.64025000e-05, 1.57273000e+01
9.29450000e-05, 7.77275000e-05, 1.57266000e+01
9.93550000e-05, 7.90325000e-05, 1.57260000e+01
1.05765000e-04, 8.03150000e-05, 1.57254000e+01
1.12175000e-04, 8.15725000e-05, 1.57248000e+01
1.18585000e-04, 8.28050000e-05, 1.57243000e+01
1.25000000e-04, 8.40100000e-05, 1.57238000e+01
1.31415000e-04, 8.51875000e-05, 1.57233000e+01
1.37825000e-04, 8.63375000e-05, 1.57228000e+01
1.44235000e-04, 8.74550000e-05, 1.57224000e+01
1.50645000e-04, 8.85400000e-05, 1.57220000e+01
1.57055000e-04, 8.95925000e-05, 1.57216000e+01
1.63465000e-04, 9.06125000e-05, 1.57212000e+01
1.69875000e-04, 9.15975000e-05, 1.57208000e+01
1.76285000e-04, 9.25475000e-05, 1.57205000e+01
1.82695000e-04, 9.34625000e-05, 1.57201000e+01
1.89105000e-04, 9.43375000e-05, 1.57198000e+01
1.95515000e-04, 9.51750000e-05, 1.57195000e+01
2.01925000e-04, 9.59725000e-05, 1.57192000e+01
2.08335000e-04, 9.67275000e-05, 1.57189000e+01
2.14745000e-04, 9.74425000e-05, 1.57186000e+01
2.21155000e-04, 9.81150000e-05, 1.57183000e+01
2.27565000e-04, 9.87475000e-05, 1.57181000e+01
2.33975000e-04, 9.93350000e-05, 1.57178000e+01
2.40385000e-04, 9.98800000e-05, 1.57175000e+01
2.46795000e-04, 1.00380000e-04, 1.57173000e+01
2.53205000e-04, 1.00835000e-04, 1.57170000e+01
2.59615000e-04, 1.01247000e-04, 1.57168000e+01
2.66025000e-04, 1.01612000e-04, 1.57166000e+01
2.72435000e-04, 1.01930000e-04, 1.57163000e+01
2.78845000e-04, 1.02198000e-04, 1.57161000e+01
2.85255000e-04, 1.02420000e-04, 1.57159000e+01
2.91665000e-04, 1.02600000e-04, 1.57157000e+01
2.98075000e-04, 1.02732000e-04, 1.57154000e+01
3.04485000e-04, 1.02813000e-04, 1.57152000e+01
3.10895000e-04, 1.02847000e-04, 1.57150000e+01
3.17305000e-04, 1.02840000e-04, 1.57148000e+01
3.23715000e-04, 1.02780000e-04, 1.57146000e+01
3.30125000e-04, 1.02673000e-04, 1.57143000e+01
3.36535000e-04, 1.02520000e-04, 1.57141000e+01
3.42945000e-04, 1.02317000e-04, 1.57139000e+01
3.49355000e-04, 1.02070000e-04, 1.57137000e+01
3.55765000e-04, 1.01775000e-04, 1.57134000e+01
3.62175000e-04, 1.01432000e-04, 1.57132000e+01
3.68585000e-04, 1.01045000e-04, 1.57129000e+01
3.75000000e-04, 1.00612000e-04, 1.57127000e+01
3.81415000e-04, 1.00135000e-04, 1.57125000e+01
3.87825000e-04, 9.96150000e-05, 1.57122000e+01
3.94235000e-04, 9.90500000e-05, 1.57119000e+01
4.00645000e-04, 9.84375000e-05, 1.57117000e+01
4.07055000e-04, 9.77850000e-05, 1.57114000e+01
4.13465000e-04, 9.70925000e-05, 1.57111000e+01
4.19875000e-04, 9.63550000e-05, 1.57108000e+01
4.26285000e-04, 9.55750000e-05, 1.57105000e+01
4.32695000e-04, 9.47600000e-05, 1.57102000e+01
4.39105000e-04, 9.39050000e-05, 1.57099000e+01
4.45515000e-04, 9.30100000e-05, 1.57096000e+01
4.51925000e-04, 9.20775000e-05, 1.57092000e+01
4.58335000e-04, 9.11075000e-05, 1.57089000e+01
4.64745000e-04, 9.01075000e-05, 1.57085000e+01
4.71155000e-04, 8.90725000e-05, 1.57081000e+01
4.77565000e-04, 8.80000000e-05, 1.57077000e+01
4.83975000e-04, 8.68950000e-05, 1.57073000e+01
4.90385000e-04, 8.57625000e-05, 1.57068000e+01
4.96795000e-04, 8.46025000e-05, 1.57063000e+01
5.03205000e-04, 8.34125000e-05, 1.57059000e+01
5.09615000e-04, 8.21925000e-05, 1.57053000e+01
5.16025000e-04, 8.09475000e-05, 1.57048000e+01
5.22435000e-04, 7.96800000e-05, 1.57042000e+01
5.28845000e-04, 7.83875000e-05, 1.57036000e+01
5.35255000e-04, 7.70725000e-05, 1.57030000e+01
5.41665000e-04, 7.57375000e-05, 1.57023000e+01
5.48075000e-04, 7.43800000e-05, 1.57016000e+01
5.54485000e-04, 7.30050000e-05, 1.57009000e+01
5.60895000e-04, 7.16175000e-05, 1.57001000e+01
5.67305000e-04, 7.02125000e-05, 1.56993000e+01
5.73715000e-04, 6.87925000e-05, 1.56984000e+01
5.80125000e-04, 6.73650000e-05, 1.56975000e+01
5.86535000e-04, 6.59250000e-05, 1.56965000e+01
5.92945000e-04, 6.44750000e-05, 1.56954000e+01
5.99355000e-04, 6.30200000e-05, 1.56943000e+01
6.05765000e-04, 6.15575000e-05, 1.56931000e+01
6.12175000e-04, 6.00875000e-05, 1.56918000e+01
6.18585000e-04, 5.86150000e-05, 1.56905000e+01
6.25000000e-04, 5.71425000e-05, 1.56891000e+01
6.31415000e-04, 5.56700000e-05, 1.56875000e+01
6.37825000e-04, 5.42000000e-05, 1.56859000e+01
6.44235000e-04, 5.27325000e-05, 1.56842000e+01
6.50645000e-04, 5.12675000e-05, 1.56823000e+01
6.57055000e-04, 4.98075000e-05, 1.56803000e+01
6.63465000e-04, 4.83600000e-05, 1.56782000e+01
6.69875000e-04, 4.69200000e-05, 1.56759000e+01
6.76285000e-04, 4.54875000e-05, 1.56735000e+01
6.82695000e-04, 4.40725000e-05, 1.56709000e+01
6.89105000e-04, 4.26700000e-05, 1.56681000e+01
6.95515000e-04, 4.12800000e-05, 1.56650000e+01
7.01925000e-04, 3.99075000e-05, 1.56618000e+01
7.08335000e-04, 3.85525000e-05, 1.56583000e+01
7.14745000e-04, 3.72150000e-05, 1.56545000e+01
7.21155000e-04, 3.59000000e-05, 1.56504000e+01
7.27565000e-04, 3.46100000e-05, 1.56460000e+01
7.33975000e-04, 3.33400000e-05, 1.56413000e+01
7.40385000e-04, 3.20950000e-05, 1.56361000e+01
7.46795000e-04, 3.08750000e-05, 1.56306000e+01
7.53205000e-04, 2.96825000e-05, 1.56246000e+01
7.59615000e-04, 2.85200000e-05, 1.56181000e+01
7.66025000e-04, 2.73875000e-05, 1.56110000e+01
7.72435000e-04, 2.62875000e-05, 1.56034000e+01
7.78845000e-04, 2.52175000e-05, 1.55951000e+01
7.85255000e-04, 2.41775000e-05, 1.55861000e+01
7.91665000e-04, 2.31725000e-05, 1.55765000e+01
7.98075000e-04, 2.22075000e-05, 1.55660000e+01
8.04485000e-04, 2.12750000e-05, 1.55546000e+01
8.10895000e-04, 2.03800000e-05, 1.55424000e+01
8.17305000e-04, 1.95250000e-05, 1.55292000e+01
8.23715000e-04, 1.87075000e-05, 1.55150000e+01
8.30125000e-04, 1.79300000e-05, 1.54998000e+01
8.36535000e-04, 1.71950000e-05, 1.54835000e+01
8.42945000e-04, 1.65000000e-05, 1.54661000e+01
8.49355000e-04, 1.58450000e-05, 1.54475000e+01
8.55765000e-04, 1.52375000e-05, 1.54277000e+01
8.62175000e-04, 1.46725000e-05, 1.54068000e+01
8.68585000e-04, 1.41475000e-05, 1.53847000e+01
8.75000000e-04, 1.36700000e-05, 1.53615000e+01
8.81415000e-04, 1.32400000e-05, 1.53372000e+01
8.87825000e-04, 1.28525000e-05, 1.53118000e+01
8.94235000e-04, 1.25100000e-05, 1.52855000e+01
9.00645000e-04, 1.22150000e-05, 1.52582000e+01
9.07055000e-04, 1.19675000e-05, 1.52302000e+01
9.13465000e-04, 1.17675000e-05, 1.52015000e+01
9.19875000e-04, 1.16150000e-05, 1.51723000e+01
9.26285000e-04, 1.15075000e-05, 1.51426000e+01
9.32695000e-04, 1.14475000e-05, 1.51127000e+01
9.39105000e-04, 1.14350000e-05, 1.50826000e+01
9.45515000e-04, 1.14725000e-05, 1.50526000e+01
9.51925000e-04, 1.15575000e-05, 1.50228000e+01
9.58335000e-04, 1.16850000e-05, 1.49933000e+01
9.64745000e-04, 1.18600000e-05, 1.49643000e+01
9.71155000e-04, 1.20850000e-05, 1.49359000e+01
9.77565000e-04, 1.23575000e-05, 1.49083000e+01
9.83975000e-04, 1.26750000e-05, 1.48815000e+01
9.90385000e-04, 1.30400000e-05, 1.48556000e+01
9.96795000e-04, 1.34500000e-05, 1.48308000e+01
1.00320500e-03, 1.39050000e-05, 1.48070000e+01
1.00961500e-03, 1.44050000e-05, 1.47843000e+01
1.01602500e-03, 1.49475000e-05, 1.47628000e+01
1.02243500e-03, 1.55350000e-05, 1.47425000e+01
1.02884500e-03, 1.61675000e-05, 1.47233000e+01
1.03525500e-03, 1.68425000e-05, 1.47053000e+01
1.04166500e-03, 1.75575000e-05, 1.46884000e+01
1.04807500e-03, 1.83150000e-05, 1.46726000e+01
1.05448500e-03, 1.91125000e-05, 1.46579000e+01
1.06089500e-03, 1.99475000e-05, 1.46442000e+01
1.06730500e-03, 2.08225000e-05, 1.46315000e+01
1.07371500e-03, 2.17350000e-05, 1.46197000e+01
1.08012500e-03, 2.26850000e-05, 1.46088000e+01
1.08653500e-03, 2.36725000e-05, 1.45987000e+01
1.09294500e-03, 2.46925000e-05, 1.45893000e+01
1.09935500e-03, 2.57450000e-05, 1.45807000e+01
1.10576500e-03, 2.68325000e-05, 1.45727000e+01
1.11217500e-03, 2.79525000e-05, 1.45654000e+01
1.11858500e-03, 2.91000000e-05, 1.45586000e+01
1.12500000e-03, 3.02750000e-05, 1.45523000e+01
1.13141500e-03, 3.14800000e-05, 1.45466000e+01
1.13782500e-03, 3.27125000e-05, 1.45412000e+01
1.14423500e-03, 3.39700000e-05, 1.45363000e+01
1.15064500e-03, 3.52500000e-05, 1.45317000e+01
1.15705500e-03, 3.65550000e-05, 1.45274000e+01
1.16346500e-03, 3.78825000e-05, 1.45235000e+01
1.16987500e-03, 3.92275000e-05, 1.45198000e+01
1.17628500e-03, 4.05925000e-05, 1.45164000e+01
1.18269500e-03, 4.19725000e-05, 1.45132000e+01
1.18910500e-03, 4.33675000e-05, 1.45102000e+01
1.19551500e-03, 4.47800000e-05, 1.45074000e+01
1.20192500e-03, 4.62050000e-05, 1.45048000e+01
1.20833500e-03, 4.76400000e-05, 1.45023000e+01
1.21474500e-03, 4.90850000e-05, 1.45000000e+01
1.22115500e-03, 5.05375000e-05, 1.44978000e+01
1.22756500e-03, 5.19975000e-05, 1.44958000e+01
1.23397500e-03, 5.34650000e-05, 1.44940000e+01
1.24038500e-03, 5.49350000e-05, 1.44923000e+01
1.24679500e-03, 5.64075000e-05, 1.44908000e+01
3.20500000e-06, 8.68200000e-05, 1.57365000e+01
9.61500000e-06, 8.90275000e-05, 1.57355000e+01
1.60250000e-05, 9.12300000e-05, 1.57345000e+01
2.24350000e-05, 9.34275000e-05, 1.57335000e+01
2.88450000e-05, 9.56175000e-05, 1.57325000e+01
3.52550000e-05, 9.78000000e-05, 1.57316000e+01
4.16650000e-05, 9.99700000e-05, 1.57307000e+01
4.80750000e-05, 1.02122000e-04, 1.57298000e+01
5.44850000e-05, 1.04260000e-04, 1.57289000e+01
6.08950000e-05, 1.06375000e-04, 1.57281000e+01
6.73050000e-05, 1.08467000e-04, 1.57274000e+01
7.37150000e-05, 1.10542000e-04, 1.57266000e+01
8.01250000e-05, 1.12590000e-04, 1.57260000e+01
8.65350000e-05, 1.14607000e-04, 1.57253000e+01
9.29450000e-05, 1.16595000e-04, 1.57247000e+01
9.93550000e-05, 1.18550000e-04, 1.57241000e+01
1.05765000e-04, 1.20473000e-04, 1.57236000e+01
1.12175000e-04, 1.22358000e-04, 1.57231000e+01
1.18585000e-04, 1.24205000e-04, 1.57226000e+01
1.25000000e-04, 1.26015000e-04, 1.57222000e+01
1.31415000e-04, 1.27780000e-04, 1.57218000e+01
1.37825000e-04, 1.29502000e-04, 1.57214000e+01
1.44235000e-04, 1.31182000e-04, 1.57210000e+01
1.50645000e-04, 1.32810000e-04, 1.57206000e+01
1.57055000e-04, 1.34390000e-04, 1.57203000e+01
1.63465000e-04, 1.35920000e-04, 1.57200000e+01
1.69875000e-04, 1.37397000e-04, 1.57197000e+01
1.76285000e-04, 1.38825000e-04, 1.57194000e+01
1.82695000e-04, 1.40195000e-04, 1.57191000e+01
1.89105000e-04, 1.41508000e-04, 1.57188000e+01
1.95515000e-04, 1.42763000e-04, 1.57186000e+01
2.01925000e-04, 1.43958000e-04, 1.57183000e+01
2.08335000e-04, 1.45092000e-04, 1.57181000e+01
2.14745000e-04, 1.46165000e-04, 1.57178000e+01
2.21155000e-04, 1.47175000e-04, 1.57176000e+01
2.27565000e-04, 1.48122000e-04, 1.57174000e+01
2.33975000e-04, 1.49002000e-04, 1.57172000e+01
2.40385000e-04, 1.49820000e-04, 1.57170000e+01
2.46795000e-04, 1.50570000e-04, 1.57168000e+01
2.53205000e-04, 1.51252000e-04, 1.57166000e+01
2.59615000e-04, 1.51870000e-04, 1.57164000e+01
2.66025000e-04, 1.52417000e-04, 1.57162000e+01
2.72435000e-04, 1.52892000e-04, 1.57160000e+01
2.78845000e-04, 1.53295000e-04, 1.57159000e+01
2.85255000e-04, 1.53632000e-04, 1.57157000e+01
2.91665000e-04, 1.53903000e-04, 1.57155000e+01
2.98075000e-04, 1.54097000e-04, 1.57153000e+01
3.04485000e-04, 1.54220000e-04, 1.57152000e+01
3.10895000e-04, 1.54275000e-04, 1.57150000e+01
3.17305000e-04, 1.54260000e-04, 1.57148000e+01
3.23715000e-04, 1.54170000e-04, 1.57146000e+01
3.30125000e-04, 1.54008000e-04, 1.57145000e+01
3.36535000e-04, 1.53777000e-04, 1.57143000e+01
3.42945000e-04, 1.53478000e-04, 1.57141000e+01
3.49355000e-04, 1.53105000e-04, 1.57139000e+01
3.55765000e-04, 1.52663000e-04, 1.57138000e+01
3.62175000e-04, 1.52150000e-04, 1.57136000e+01
3.68585000e-04, 1.51568000e-04, 1.57134000e+01
3.75000000e-04, 1.50920000e-04, 1.57132000e+01
3.81415000e-04, 1.50205000e-04, 1.57130000e+01
3.87825000e-04, 1.49422000e-04, 1.57128000e+01
3.94235000e-04, 1.48572000e-04, 1.57126000e+01
